domaine_key,domaine_label,domaine_icon,critere_intitule,critere_description,critere_poids,critere_consistance
finance,SYH-Accès au financement et structuration financière,,Montage du dossier de financement,Elaborer un plan d’affaire et accéder au financement nécessaire. | Résultats attendus : Dossier d’investissement établi et accord de principe de financement.,1,Le consultant doit démontrer les compétences et expertises suivantes : Consultant ou expert financier. Le consultant doit être capable d'intervenir sur les phases suivantes de l'action : - Elaboration d’un plan d’affaire - Coaching pour l’accès au financement. Le consultant doit démontrer, à travers son CV, ses diplômes et ses références, sa capacité à atteindre les objectifs suivants : Elaborer un plan d’affaire et accéder au financement nécessaire.. Le consultant doit prouver des réalisations similaires permettant d’obtenir les résultats attendus suivants : Dossier d’investissement établi et accord de principe de financement.. Les éléments de preuve attendus peuvent inclure : expériences similaires documentées, attestations de référence, certifications, diplômes pertinents et missions comparables réalisées.
finance,SYH-Accès au financement et structuration financière,,Accompagnement à la structuration et au suivi de la gestion financiére,Adapter la stratégie financière et renforcer la maîtrise des coûts. | Résultats attendus : Gestion financière optimisée et outils de pilotage fiables.,2,Le consultant doit démontrer les compétences et expertises suivantes : Consultant ou Expert avec des compétences comptables et financières. Le consultant doit être capable d'intervenir sur les phases suivantes de l'action : - Améliorer la gestion de la trésorerie - Réorganisation de la comptabilité générale - Mise en place d’un système de comptabilité analytique. Le consultant doit démontrer, à travers son CV, ses diplômes et ses références, sa capacité à atteindre les objectifs suivants : Adapter la stratégie financière et renforcer la maîtrise des coûts.. Le consultant doit prouver des réalisations similaires permettant d’obtenir les résultats attendus suivants : Gestion financière optimisée et outils de pilotage fiables.. Les éléments de preuve attendus peuvent inclure : expériences similaires documentées, attestations de référence, certifications, diplômes pertinents et missions comparables réalisées.
operation,2.SYH-Excellence opérationnelle,,Optimisation de la politique de tarification (Yield Management),Améliorer l’organisation et l’efficacité opérationnelle de l’entreprise. | Résultats attendus : Organisation optimisée et amélioration des performances opérationnelles.,3,Le consultant doit démontrer les compétences et expertises suivantes : Consultant ou Expert en Organisation. Le consultant doit être capable d'intervenir sur les phases suivantes de l'action : - Diagnostic organisationnel - Plan d’optimisation organisationnelle - Mise en œuvre et suivi. Le consultant doit démontrer, à travers son CV, ses diplômes et ses références, sa capacité à atteindre les objectifs suivants : Améliorer l’organisation et l’efficacité opérationnelle de l’entreprise.. Le consultant doit prouver des réalisations similaires permettant d’obtenir les résultats attendus suivants : Organisation optimisée et amélioration des performances opérationnelles.. Les éléments de preuve attendus peuvent inclure : expériences similaires documentées, attestations de référence, certifications, diplômes pertinents et missions comparables réalisées.
operation,2.SYH-Excellence opérationnelle,,Mise en œuvre de la structure organisationnelle et des provessus de gestion ,Aligner l’organisation sur la stratégie et optimiser les processus de gestion. | Résultats attendus : Organisation efficiente, dispositif de pilotage élaboré et déploiement de la nouvelle organisation.,4,Le consultant doit démontrer les compétences et expertises suivantes : Consultant ou Expert en Organisation et/ou Management des Processus. Le consultant doit être capable d'intervenir sur les phases suivantes de l'action : - Diagnostic organisationnel - Design organisationnel - Mise en œuvre de la nouvelle organisation. Le consultant doit démontrer, à travers son CV, ses diplômes et ses références, sa capacité à atteindre les objectifs suivants : Aligner l’organisation sur la stratégie et optimiser les processus de gestion.. Le consultant doit prouver des réalisations similaires permettant d’obtenir les résultats attendus suivants : Organisation efficiente, dispositif de pilotage élaboré et déploiement de la nouvelle organisation.. Les éléments de preuve attendus peuvent inclure : expériences similaires documentées, attestations de référence, certifications, diplômes pertinents et missions comparables réalisées.
operation,2.SYH-Excellence opérationnelle,,Accompagnement à la certification,Mettre en œuvre un système de management conforme à une norme. | Résultats attendus : Système conforme prêt pour la certification et certification obtenue.,5,Le consultant doit démontrer les compétences et expertises suivantes : Consultant / Expert qualifié selon la norme d’accréditation. Le consultant doit être capable d'intervenir sur les phases suivantes de l'action : - Diagnostic norme - Mise en œuvre du plan d’actions - Accompagnement à la certification. Le consultant doit démontrer, à travers son CV, ses diplômes et ses références, sa capacité à atteindre les objectifs suivants : Mettre en œuvre un système de management conforme à une norme.. Le consultant doit prouver des réalisations similaires permettant d’obtenir les résultats attendus suivants : Système conforme prêt pour la certification et certification obtenue.. Les éléments de preuve attendus peuvent inclure : expériences similaires documentées, attestations de référence, certifications, diplômes pertinents et missions comparables réalisées.
operation,2.SYH-Excellence opérationnelle,,Accompagnement à l'obtention d'un Label,Améliorer l’image de marque et la compétitivité de l’entreprise. | Résultats attendus : Système conforme prêt pour la labellisation et Label obtenu.,6,Le consultant doit démontrer les compétences et expertises suivantes : Consultant / Expert qualifié selon le Label. Le consultant doit être capable d'intervenir sur les phases suivantes de l'action : - Diagnostic Label - Mise en œuvre du plan d’actions - Accompagnement à la labellisation. Le consultant doit démontrer, à travers son CV, ses diplômes et ses références, sa capacité à atteindre les objectifs suivants : Améliorer l’image de marque et la compétitivité de l’entreprise.. Le consultant doit prouver des réalisations similaires permettant d’obtenir les résultats attendus suivants : Système conforme prêt pour la labellisation et Label obtenu.. Les éléments de preuve attendus peuvent inclure : expériences similaires documentées, attestations de référence, certifications, diplômes pertinents et missions comparables réalisées.
operation,2.SYH-Excellence opérationnelle,,Appui à la gestion des ressources humaines ,Développer les compétences des ressources humaines. | Résultats attendus : Renforcement des capacités et amélioration des performances.,7,Le consultant doit démontrer les compétences et expertises suivantes : Consultant / Formateur en développement des compétences. Le consultant doit être capable d'intervenir sur les phases suivantes de l'action : - Diagnostic des besoins en compétences - Plan de développement des compétences - Déploiement des actions de formation. Le consultant doit démontrer, à travers son CV, ses diplômes et ses références, sa capacité à atteindre les objectifs suivants : Développer les compétences des ressources humaines.. Le consultant doit prouver des réalisations similaires permettant d’obtenir les résultats attendus suivants : Renforcement des capacités et amélioration des performances.. Les éléments de preuve attendus peuvent inclure : expériences similaires documentées, attestations de référence, certifications, diplômes pertinents et missions comparables réalisées.
operation,2.SYH-Excellence opérationnelle,,Instaurer le Lean Management,Transformer les opérations grâce aux techniques Lean. | Résultats attendus : Amélioration des processus, outils de performance et culture d’excellence.,8,Le consultant doit démontrer les compétences et expertises suivantes : Expert senior en Lean. Le consultant doit être capable d'intervenir sur les phases suivantes de l'action : - Diagnostic et gestion de la performance - Implémentation et déploiement. Le consultant doit démontrer, à travers son CV, ses diplômes et ses références, sa capacité à atteindre les objectifs suivants : Transformer les opérations grâce aux techniques Lean.. Le consultant doit prouver des réalisations similaires permettant d’obtenir les résultats attendus suivants : Amélioration des processus, outils de performance et culture d’excellence.. Les éléments de preuve attendus peuvent inclure : expériences similaires documentées, attestations de référence, certifications, diplômes pertinents et missions comparables réalisées.
marché,3.SYH-Développement des marchés,,Définition et mise en œuvre d’une stratégie de développement marché,Adapter l’offre de l’entreprise à la demande et valoriser les avantages concurrentiels. | Résultats attendus : Stratégie marketing alignée sur la stratégie de l’entreprise, meilleur ciblage clients et atteinte des objectifs stratégiques.,9,Le consultant doit démontrer les compétences et expertises suivantes : Consultant ou Expert en Développement Commercial et Marketing. Le consultant doit être capable d'intervenir sur les phases suivantes de l'action : - Diagnostic Commercial et Marketing - Elaboration de la stratégie Commerciale et Marketing - Mise en œuvre du plan d’action Commercial et Marketing. Le consultant doit démontrer, à travers son CV, ses diplômes et ses références, sa capacité à atteindre les objectifs suivants : Adapter l’offre de l’entreprise à la demande et valoriser les avantages concurrentiels.. Le consultant doit prouver des réalisations similaires permettant d’obtenir les résultats attendus suivants : Stratégie marketing alignée sur la stratégie de l’entreprise, meilleur ciblage clients et atteinte des objectifs stratégiques.. Les éléments de preuve attendus peuvent inclure : expériences similaires documentées, attestations de référence, certifications, diplômes pertinents et missions comparables réalisées.
vert,5.SYH-Croissance Verte,,Adoption d'une démarche de développement durable,Accompagner l’entreprise dans sa transition durable. | Résultats attendus : Plan d’amélioration durable et outils de suivi environnemental.,10,Le consultant doit démontrer les compétences et expertises suivantes : Consultant en développement durable. Le consultant doit être capable d'intervenir sur les phases suivantes de l'action : - Diagnostic environnemental - Plan de transition durable - Suivi et amélioration continue. Le consultant doit démontrer, à travers son CV, ses diplômes et ses références, sa capacité à atteindre les objectifs suivants : Accompagner l’entreprise dans sa transition durable.. Le consultant doit prouver des réalisations similaires permettant d’obtenir les résultats attendus suivants : Plan d’amélioration durable et outils de suivi environnemental.. Les éléments de preuve attendus peuvent inclure : expériences similaires documentées, attestations de référence, certifications, diplômes pertinents et missions comparables réalisées.
vert,5.SYH-Croissance Verte,,Accompagnement à la certification (vert),Mettre en œuvre un système de management conforme à une norme. | Résultats attendus : Système conforme prêt pour la certification et certification obtenue.,11,Le consultant doit démontrer les compétences et expertises suivantes : Consultant / Expert qualifié selon la norme d’accréditation. Le consultant doit être capable d'intervenir sur les phases suivantes de l'action : - Diagnostic norme - Mise en œuvre du plan d’actions - Accompagnement à la certification. Le consultant doit démontrer, à travers son CV, ses diplômes et ses références, sa capacité à atteindre les objectifs suivants : Mettre en œuvre un système de management conforme à une norme.. Le consultant doit prouver des réalisations similaires permettant d’obtenir les résultats attendus suivants : Système conforme prêt pour la certification et certification obtenue.. Les éléments de preuve attendus peuvent inclure : expériences similaires documentées, attestations de référence, certifications, diplômes pertinents et missions comparables réalisées.
vert,5.SYH-Croissance Verte,,Accompagnement à l'obtention d'un Label vert,Améliorer l’image de marque et la compétitivité de l’entreprise. | Résultats attendus : Système conforme prêt pour la labellisation et Label obtenu.,12,Le consultant doit démontrer les compétences et expertises suivantes : Consultant / Expert qualifié selon le Label. Le consultant doit être capable d'intervenir sur les phases suivantes de l'action : - Diagnostic Label - Mise en œuvre du plan d’actions - Accompagnement à la labellisation. Le consultant doit démontrer, à travers son CV, ses diplômes et ses références, sa capacité à atteindre les objectifs suivants : Améliorer l’image de marque et la compétitivité de l’entreprise.. Le consultant doit prouver des réalisations similaires permettant d’obtenir les résultats attendus suivants : Système conforme prêt pour la labellisation et Label obtenu.. Les éléments de preuve attendus peuvent inclure : expériences similaires documentées, attestations de référence, certifications, diplômes pertinents et missions comparables réalisées.
